,Title,"Band Gap, HSE06","Dielectric Constant, Electronic",EBE
1895,C3H10NPbF3,5.99,2.99,5.058150871770342
1897,C3H10NPbF3,5.73,2.81,4.67494441670116
1899,C3H10NPbF3,5.83,2.79,4.759763955847693
1901,C3H10NPbF3,5.47,2.78,4.3920505678683845
1903,C3H10NPbF3,6.01,2.84,4.97711659501017
1905,C3H10NPbF3,6.08,2.98,5.141886357451694
1907,C3H10NPbF3,6.06,2.87,5.0485971189056595
1909,C2H8NPbF3,5.51,2.95,4.55270906161609
1911,C2H8NPbF3,5.16,3.02,4.246572475846896
1913,C2H8NPbF3,5.31,3.0,4.3843528454126695
1915,C2H8NPbF3,5.8,2.92,4.822937653489635
1917,C2H8NPbF3,5.86,2.95,4.902709061616091
1919,C2H7N2PbF3,5.22,3.13,4.369646889190869
1921,C2H7N2PbF3,5.23,3.13,4.3796468891908695
1923,C2H7N2PbF3,5.08,3.15,4.240410744138476
1925,C2H7N2PbF3,5.61,3.01,4.690493108101901
1927,C2H7N2PbF3,5.8,2.98,4.861886357451694
1929,CH6NPbF3,5.47,3.01,4.5504931081019
1931,CH6NPbF3,5.44,2.99,4.508150871770342
1933,CH6NPbF3,5.22,3.05,4.32445316943983
1935,CH6NPbF3,5.52,2.96,4.569166317649062
1937,CH6NPbF3,5.72,2.99,4.788150871770341
1939,CH6NPbF3,4.88,2.87,3.8685971189056594
1941,CH6N3PbF3,5.71,3.15,4.870410744138476
1943,CH6N3PbF3,5.51,3.15,4.670410744138476
1945,H4NOPb3F,5.91,3.12,5.054187172164081
1947,H4NOPb3F,5.33,2.96,4.379166317649062
1949,H4NOPb3F,5.64,3.06,4.750296852568886
1951,H4NOPb3F,5.67,2.99,4.738150871770341
1953,H4NOPb3F,5.9,2.92,4.922937653489635
1955,H4NOPb3F,6.35,3.16,5.515716192188154
1957,H4NOPb3F,5.79,3.11,4.928674704429651
1959,CH5N2PbF3,5.45,3.17,4.620971510186591
1961,CH5N2PbF3,4.8,3.15,3.9604107441384757
1963,C4H12NPbF3,6.32,2.77,5.234253490689834
1965,H5N2PbF3,5.51,3.07,4.626083524357184
1967,H5N2PbF3,6.04,3.08,5.161813924008478
1969,H5N2PbF3,5.85,3.06,4.960296852568886
1971,H5N2PbF3,5.42,3.11,4.5586747044296505
1973,H5N2PbF3,5.71,3.11,4.8486747044296505
1975,H5N2PbF3,4.91,3.27,4.130901309159725
1977,H5N2PbF3,5.56,3.01,4.6404931081019
1979,H5N2PbF3,5.73,3.07,4.8460835243571845
1981,H4NPbF3,5.76,3.02,4.846572475846895
1983,H4NPbF3,5.86,3.07,4.976083524357184
1985,C3H10NPbF3,5.92,2.88,4.915608556220344
1987,C3H10NPbF3,6.14,2.9,5.149414460013558
1989,C3H10NPbF3,6.11,2.85,5.0843521832827365
1991,C3H10NPbF3,6.07,2.86,5.051512006542377
1993,C3H10NPbF3,5.42,2.81,4.364944416701159
1995,C3H10NPbF3,5.9,2.81,4.84494441670116
1997,C3H10NPbF3,5.84,2.8,4.777394848050259
1999,C3H10NPbF3,5.8,2.85,4.774352183282736
2001,C3H10NPbF3,4.82,2.91,3.8362109102058346
2003,C3H8NPbF3,5.6,3.03,4.692591751213282
2005,C3H8NPbF3,5.18,3.03,4.272591751213282
2007,C3H8NPbF3,4.97,2.91,3.986210910205834
2009,C3H8NPbF3,4.77,2.9,3.779414460013558
2011,C3H8NPbF3,5.48,2.96,4.529166317649063
2013,C3H8NPbF3,5.71,2.98,4.771886357451694
2015,C3H8NPbF3,5.42,2.99,4.488150871770341
2017,C3H8NPbF3,5.27,2.94,4.306185803220188
2019,C3H8NPbF3,5.49,2.89,4.492547336444011
2021,C3H5N2PbF3,5.1,3.19,4.281334264474014
2023,C3H5N2PbF3,5.28,3.18,4.456177327707965
2025,C3H5N2PbF3,4.47,3.18,3.646177327707965
2027,C3H5N2PbF3,4.45,3.18,3.6261773277079654
2029,C3H5N2PbF3,4.83,3.11,3.9686747044296506
2031,C3H5N2PbF3,4.97,3.1,4.103108804236631
2033,C2H8NPbCl3,3.56,3.56,2.9026631429675884
2035,C2H8NPbCl3,4.65,3.27,3.8709013091597253
2037,C2H8NPbCl3,4.68,3.27,3.9009013091597247
2039,C2H8NPbCl3,4.38,3.35,3.6376676862298085
2041,C2H8NPbCl3,4.61,3.05,3.714453169439831
2043,C2H8NPbCl3,4.19,3.41,3.4735609952368858
2045,C2H8NPbCl3,4.33,3.38,3.600786702909039
2047,C2H8NPbCl3,4.47,3.37,3.7364526066720694
2049,C2H8NPbCl3,2.87,3.31,2.109617711477079
2051,C2H8NPbCl3,4.06,3.32,3.3041914291546326
2053,C3H10NPbCl3,4.25,3.13,3.399646889190869
2055,C3H10NPbCl3,4.01,3.12,3.1541871721640806
2057,C3H10NPbCl3,3.95,3.14,3.105054526422373
2059,C3H10NPbCl3,3.84,3.44,3.1360025358905173
2061,C3H10NPbCl3,3.76,3.41,3.043560995236885
2063,C3H10NPbCl3,4.62,3.01,3.7004931081019
2065,C3H10NPbCl3,4.81,3.23,4.011485263801438
2067,C3H10NPbCl3,4.71,3.07,3.826083524357184
2069,C3H10NPbCl3,4.64,3.19,3.821334264474015
2071,C3H10NPbCl3,3.99,3.25,3.2012828978664167
2073,C4H12NPbCl3,4.03,3.15,3.190410744138476
2075,C4H12NPbCl3,4.05,3.13,3.199646889190869
2077,C4H12NPbCl3,4.5,3.2,3.686442930538479
2079,C4H12NPbCl3,4.07,3.12,3.214187172164081
2081,C3H10NPbCl3,4.28,3.33,3.5287240040683954
2083,C3H10NPbCl3,3.82,3.42,3.107744571724122
2085,C3H10NPbCl3,3.87,3.41,3.1535609952368855
2087,C3H10NPbCl3,4.18,3.37,3.4464526066720693
2089,C3H10NPbCl3,4.16,3.38,3.430786702909039
2091,C3H10NPbCl3,4.48,3.07,3.5960835243571845
2093,C3H10NPbCl3,4.38,3.1,3.513108804236631
2095,C3H10NPbCl3,4.51,3.07,3.626083524357184
2097,C3H10NPbCl3,4.41,3.09,3.5374887787846827
2099,C3H10NPbCl3,4.75,3.02,3.8365724758468955
2101,C3H10NPbCl3,4.61,3.27,3.8309013091597253
2103,C2H8NPbCl3,3.64,3.58,2.9899871733649097
2105,C2H8NPbCl3,3.42,3.62,2.7842727334875326
2107,C2H8NPbCl3,3.31,3.66,2.6880924787776603
2109,C2H8NPbCl3,3.52,3.58,2.8699871733649096
2111,C2H8NPbCl3,4.54,3.32,3.784191429154633
2113,C2H8NPbCl3,4.56,3.36,3.822079755590457
2115,C2H8NPbCl3,4.57,3.43,3.861891610529119
2117,C2H7N2PbCl3,3.31,3.65,2.6846800982333665
2119,C2H7N2PbCl3,3.73,3.6,3.0871894759810203
2121,C2H7N2PbCl3,3.77,3.65,3.1446800982333665
2123,C2H7N2PbCl3,4.64,3.43,3.931891610529118
2125,C2H7N2PbCl3,4.57,3.37,3.83645260667207
2127,C2H7N2PbCl3,4.52,3.28,3.745644669162145
2129,CH6NPbCl3,3.5,3.52,2.827638785568991
2131,CH6NPbCl3,3.42,3.54,2.755214626122285
2133,CH6NPbCl3,4.41,3.37,3.6764526066720697
2135,CH6NPbCl3,4.41,3.45,3.710077765907501
2137,CH6NPbCl3,4.09,3.46,3.3941177126460977
2139,CH6N3PbCl3,3.41,3.73,2.8112158219144843
2141,CH6N3PbCl3,3.42,3.74,2.824413595521321
2143,CH6N3PbCl3,4.46,3.48,3.7720933750094154
2145,H4NOPb3Cl,4.49,3.67,3.8714770032232795
2147,H4NOPb3Cl,4.1,3.6,3.4571894759810204
2149,H4NOPb3Cl,4.16,3.61,3.5207458206055837
2151,H4NOPb3Cl,4.52,3.66,3.89809247877766
2153,H4NOPb3Cl,4.52,3.64,3.8912395550593244
2155,H4NOPb3Cl,4.6,3.58,3.9499871733649092
2157,CH5N2PbCl3,3.29,3.7,2.6814664432954
2159,CH5N2PbCl3,3.57,3.69,2.9581636892145347
2161,CH5N2PbCl3,4.29,3.49,3.606029885527543
2163,C4H12NPbCl3,3.9,3.33,3.148724004068395
2165,C4H12NPbCl3,4.13,3.24,3.3364067604703957
2167,C4H12NPbCl3,4.53,2.98,3.5918863574516946
2169,H5N2PbCl3,3.85,3.55,3.1889546208065087
2171,H5N2PbCl3,4.36,3.68,3.7448339739421397
2173,H5N2PbCl3,4.46,3.72,3.8579922251643275
2175,H5N2PbCl3,4.67,3.59,4.023603371227258
2177,H5N2PbCl3,4.03,3.62,3.394272733487533
2179,H5N2PbCl3,4.58,3.55,3.9189546208065087
2181,H5N2PbCl3,4.11,3.6,3.467189475981021
2183,H5N2PbCl3,4.57,3.7,3.9614664432954
2185,H5N2PbCl3,4.03,3.62,3.394272733487533
2187,H4NPbCl3,3.74,3.38,3.010786702909039
2189,H4NPbCl3,4.75,3.7,4.1414664432954
2191,C3H10NPbCl3,3.64,3.43,2.9318916105291186
2193,C3H10NPbCl3,3.51,3.42,2.797744571724122
2195,C3H10NPbCl3,4.07,3.44,3.3660025358905177
2197,C3H10NPbCl3,4.3,3.27,3.5209013091597248
2199,C3H10NPbCl3,4.13,3.45,3.430077765907501
2201,C3H10NPbCl3,3.59,3.42,2.877744571724122
2203,C3H10NPbCl3,4.34,3.04,3.4385517235883425
2205,C3H10NPbCl3,4.14,3.29,3.3703448424085165
2207,C3H10NPbCl3,4.15,3.29,3.380344842408517
2209,C3H10NPbCl3,4.16,3.29,3.390344842408517
2211,C3H10NPbCl3,4.72,3.17,3.89097151018659
2213,C3H8NPbCl3,3.47,3.63,2.837770538496462
2215,C3H8NPbCl3,3.31,3.69,2.698163689214535
2217,C3H8NPbCl3,3.51,3.66,2.88809247877766
2219,C3H8NPbCl3,3.29,3.69,2.678163689214535
2221,C3H8NPbCl3,3.71,3.3,2.9450023515807184
2223,C3H8NPbCl3,3.83,3.36,3.0920797555904573
2225,C3H8NPbCl3,3.95,3.38,3.220786702909039
2227,C3H8NPbCl3,4.63,3.39,3.9050825009105408
2229,C3H8NPbCl3,4.68,3.31,3.9196177114770787
2231,C3H8NPbCl3,4.64,3.39,3.9150825009105406
2233,C3H8NPbCl3,4.46,3.47,3.7681227822433563
2235,C3H8NPbCl3,4.1,3.16,3.2657161921881532
2237,C3H8NPbCl3,3.98,3.2,3.166442930538479
2239,C3H5N2PbCl3,3.8,3.66,3.17809247877766
2241,C3H5N2PbCl3,3.62,3.7,3.0114664432954
2243,C3H5N2PbCl3,3.74,3.68,3.1248339739421396
2245,C3H5N2PbCl3,4.63,3.47,3.938122782243356
2247,C3H5N2PbCl3,4.65,3.48,3.962093375009416
2249,C3H5N2PbCl3,4.4,3.42,3.6877445717241226
2251,C3H5N2PbCl3,4.43,3.43,3.721891610529118
2253,C2H8NPbBr3,3.05,4.11,2.556821271997799
2255,C2H8NPbBr3,3.04,4.11,2.5468212719977994
2257,C2H8NPbBr3,3.89,3.75,3.2975858210641085
2259,C2H8NPbBr3,3.98,3.74,3.3844135955213206
2261,C2H8NPbBr3,3.75,3.84,3.185029812873944
2263,C2H8NPbBr3,3.91,3.62,3.274272733487533
2265,C2H8NPbBr3,3.86,3.87,3.3037550900863346
2267,C2H8NPbBr3,3.76,3.9,3.2122797901850113
2269,C2H8NPbBr3,2.6,3.76,2.0107327699690205
2271,C2H8NPbBr3,3.69,3.66,3.0680924787776602
2273,C3H10NPbBr3,3.56,3.57,2.906340544744488
2275,C3H10NPbBr3,3.44,3.55,2.7789546208065086
2277,C3H10NPbBr3,3.4,3.57,2.7463405447444877
2279,C3H10NPbBr3,3.14,3.97,2.611424576560604
2281,C3H10NPbBr3,3.15,3.9,2.6022797901850114
2283,C3H10NPbBr3,3.99,3.41,3.2735609952368856
2285,C3H10NPbBr3,4.07,3.26,3.2861142316905068
2287,C3H10NPbBr3,4.08,3.47,3.3881227822433564
2289,C3H10NPbBr3,4.02,3.59,3.373603371227258
2291,C3H10NPbBr3,4.02,3.3,3.255002351580718
2293,C3H10NPbBr3,3.33,3.68,2.7148339739421394
2295,C4H12NPbBr3,3.39,3.54,2.725214626122285
2297,C4H12NPbBr3,3.42,3.52,2.747638785568991
2299,C4H12NPbBr3,3.49,3.71,2.8847425264793216
2301,C4H12NPbBr3,3.48,3.49,2.796029885527543
2303,C3H10NPbBr3,3.53,3.9,2.9822797901850113
2305,C3H10NPbBr3,3.18,3.97,2.651424576560604
2307,C3H10NPbBr3,3.29,3.95,2.7560583630004185
2309,C3H10NPbBr3,3.46,3.96,2.9287516330421655
2311,C3H10NPbBr3,3.86,3.43,3.1518916105291184
2313,C3H10NPbBr3,3.92,3.41,3.2035609952368853
2315,C3H10NPbBr3,4.14,3.37,3.4064526066720693
2317,C3H10NPbBr3,4.14,3.63,3.5077705384964615
2319,C2H8NPbBr3,3.02,4.19,2.5454740864265997
2321,C2H8NPbBr3,2.92,4.2,2.4477310435778925
2323,C2H8NPbBr3,2.87,4.24,2.4065997468357305
2325,C2H8NPbBr3,2.98,4.16,2.4986052843422955
2327,C2H8NPbBr3,3.98,3.8,3.4030731030965393
2329,C2H8NPbBr3,3.99,3.53,3.3214428017810933
2331,C2H8NPbBr3,3.96,3.94,3.4233445598130605
2333,C2H7N2PbBr3,2.83,4.22,2.3621969187975353
2335,C2H7N2PbBr3,2.89,4.2,2.4177310435778927
2337,C2H7N2PbBr3,2.89,4.24,2.4265997468357305
2339,C2H7N2PbBr3,4.02,3.85,3.4579609113654257
2341,C2H7N2PbBr3,4.04,3.82,3.4690984079873104
2343,C2H7N2PbBr3,3.92,3.68,3.3048339739421393
2345,CH6NPbBr3,2.95,4.14,2.46394289299132
2347,CH6NPbBr3,2.9,4.16,2.4186052843422954
2349,CH6NPbBr3,3.62,3.94,3.0833445598130607
2351,CH6NPbBr3,3.74,3.98,3.214077397585543
2353,CH6NPbBr3,3.58,4.07,3.0770797052028103
2355,CH6N3PbBr3,2.86,4.35,2.4197397600060255
2357,CH6N3PbBr3,2.8,4.37,2.363760380413262
2359,CH6N3PbBr3,3.74,3.97,3.2114245765606046
2361,H4NOPb3Br,3.84,4.2,3.3677310435778924
2363,H4NOPb3Br,3.5,4.26,3.040940708893409
2365,H4NOPb3Br,3.55,4.25,3.0887778883717107
2367,H4NOPb3Br,3.51,4.26,3.0509407088934086
2369,H4NOPb3Br,3.95,4.21,3.479971937007466
2371,H4NOPb3Br,3.95,4.18,3.4732009116500326
2373,H4NOPb3Br,3.69,4.25,3.228777888371711
2375,CH5N2PbBr3,2.78,4.32,2.3336038027645976
2377,CH5N2PbBr3,2.9,4.31,2.451529955626532
2379,CH5N2PbBr3,3.86,3.95,3.326058363000418
2381,C4H12NPbBr3,3.19,3.94,2.6533445598130605
2383,C4H12NPbBr3,3.23,3.9,2.6822797901850115
2385,C4H12NPbBr3,3.85,3.35,3.1076676862298087
2387,H5N2PbBr3,3.19,4.15,2.706282514658965
2389,H5N2PbBr3,3.36,4.23,2.894406139234782
2391,H5N2PbBr3,3.78,4.32,3.3336038027645976
2393,H5N2PbBr3,3.73,4.35,3.2897397600060256
2395,H5N2PbBr3,4.03,4.15,3.5462825146589654
2397,H5N2PbBr3,3.43,4.25,2.968777888371711
2399,H5N2PbBr3,3.32,4.23,2.854406139234782
2401,H5N2PbBr3,3.33,4.24,2.8665997468357305
2403,H4NPbBr3,3.24,3.97,2.7114245765606046
2405,H4NPbBr3,4.02,4.11,3.526821271997799
2407,H4NPbBr3,4.08,4.09,3.5819862153331234
2409,C3H10NPbBr3,2.99,4.02,2.4744914487707
2411,C3H10NPbBr3,2.95,3.99,2.426710297593233
2413,C3H10NPbBr3,3.2,4.09,2.7019862153331236
2415,C3H10NPbBr3,3.32,4.1,2.824412588263773
2417,C3H10NPbBr3,3.56,3.79,2.980024617533575
2419,C3H10NPbBr3,2.96,4.01,2.441917127922962
2421,C3H10NPbBr3,3.73,3.43,3.0218916105291185
2423,C3H10NPbBr3,3.62,3.73,3.0212158219144842
2425,C3H10NPbBr3,4,3.57,3.3463405447444883
2427,C3H8NPbBr3,2.86,4.26,2.4009407088934087
2429,C3H8NPbBr3,2.76,4.32,2.3136038027645975
2431,C3H8NPbBr3,2.76,4.3,2.309441622969931
2433,C3H8NPbBr3,3.42,3.83,2.8520757254268574
2435,C3H8NPbBr3,3.47,3.86,2.9108692588199703
2437,C3H8NPbBr3,3.58,3.87,3.023755090086335
2439,C3H8NPbBr3,4.03,3.86,3.4708692588199703
2441,C3H8NPbBr3,4.1,3.69,3.4881636892145345
2443,C3H8NPbBr3,4.03,3.76,3.4407327699690207
2445,C3H8NPbBr3,3.92,3.71,3.3147425264793213
2447,C3H8NPbBr3,3.89,3.96,3.358751633042166
2449,C3H8NPbBr3,3.71,3.54,3.045214626122285
2451,C3H8NPbBr3,3.58,3.58,2.9299871733649097
2453,C3H5N2PbBr3,2.86,4.19,2.3854740864265995
2455,C3H5N2PbBr3,2.97,4.33,2.5256632980449
2457,C3H5N2PbBr3,2.94,4.33,2.4956632980449
2459,C3H5N2PbBr3,3.97,3.92,3.4278545143113566
2461,C3H5N2PbBr3,3.92,3.88,3.366618636990782
2463,C2H8NPbI3,2.65,4.9,2.303026889159268
2465,C2H8NPbI3,2.62,4.91,2.274438782347594
2467,C2H8NPbI3,2.97,4.48,2.5549198625196325
2469,C2H8NPbI3,3.1,4.45,2.6793044114992566
2471,C2H8NPbI3,2.96,4.6,2.566293743322969
2473,C2H8NPbI3,3.07,4.47,2.653060603311864
2475,C2H8NPbI3,3.3,4.29,2.8473386695743894
2477,C2H8NPbI3,3.19,4.5,2.778601264627853
2479,C2H8NPbI3,2.65,4.42,2.2235742311128983
2481,C2H8NPbI3,2.23,4.47,1.8130606033118641
2483,C2H8NPbI3,3.13,4.21,2.659971937007466
2485,C3H10NPbI3,2.89,4.22,2.4221969187975354
2487,C3H10NPbI3,2.77,4.21,2.299971937007466
2489,C3H10NPbI3,2.75,4.22,2.2821969187975353
2491,C3H10NPbI3,2.58,4.76,2.2123165564187746
2493,C3H10NPbI3,2.59,4.66,2.2063668334613835
2495,C3H10NPbI3,2.54,4.82,2.181413526312995
2497,C3H10NPbI3,2.52,4.85,2.1658359276741
2499,C3H10NPbI3,3.42,3.99,2.896710297593233
2501,C3H10NPbI3,3.22,4.09,2.721986215333124
2503,C3H10NPbI3,3.36,4.13,2.8715862559265766
2505,C3H10NPbI3,3.23,4.12,2.739212438066384
2507,C3H10NPbI3,3.22,4.09,2.721986215333124
2509,C3H10NPbI3,2.68,4.32,2.233603802764598
2511,C4H12NPbI3,2.73,4.22,2.2621969187975353
2513,C4H12NPbI3,2.78,4.17,2.3009113634970597
2515,C4H12NPbI3,2.88,4.35,2.4397397600060255
2517,C4H12NPbI3,3.38,3.71,2.7747425264793213
2519,C3H10NPbI3,2.75,4.78,2.3853869683966504
2521,C3H10NPbI3,2.68,4.82,2.321413526312995
2523,C3H10NPbI3,2.74,4.8,2.378419080239324
2525,C3H10NPbI3,2.66,4.84,2.3043709279042597
2527,C3H10NPbI3,2.62,4.8,2.258419080239324
2529,C3H10NPbI3,3.42,3.96,2.8887516330421654
2531,C3H10NPbI3,3.25,4.03,2.7370466297258176
2533,C3H10NPbI3,3.39,3.94,2.8533445598130607
2535,C3H10NPbI3,3.57,3.93,3.030610014225668
2537,C3H10NPbI3,3.39,4.17,2.91091136349706
2539,C2H8NPbI3,2.57,4.99,2.2354300829600695
2541,C2H8NPbI3,2.57,4.98,2.2340850796242813
2543,C2H8NPbI3,2.55,4.98,2.2140850796242812
2545,C2H8NPbI3,2.52,5.02,2.1894169778540826
2547,C2H8NPbI3,3.15,4.5,2.738601264627853
2549,C2H8NPbI3,3.18,4.21,2.709971937007466
2551,C2H8NPbI3,3.11,4.7,2.732868972780173
2553,C2H7N2PbI3,2.48,5.05,2.153333030436782
2555,C2H7N2PbI3,2.49,5.02,2.159416977854083
2557,C2H7N2PbI3,2.46,5.11,2.140959233792534
2559,C2H7N2PbI3,3.11,4.48,2.6949198625196322
2561,C2H7N2PbI3,3.15,4.51,2.740423626664275
2563,C2H7N2PbI3,3.23,4.34,2.787708573590118
2565,CH6NPbI3,2.53,5.0,2.196767024348561
2567,CH6NPbI3,2.46,5.08,2.137179909197487
2569,CH6NPbI3,2.85,4.79,2.4869077718766057
2571,CH6NPbI3,3.32,4.53,2.914032211487509
2573,CH6NPbI3,3.03,4.77,2.6638565900924287
2575,CH6NPbI3,2.89,4.97,2.552731949391076
2577,CH6N3PbI3,2.5,5.34,2.2078502857633726
2579,CH6N3PbI3,2.36,5.34,2.0678502857633725
2581,CH6N3PbI3,2.89,4.69,2.511259023586637
2583,H4NOPb3I,2.82,5.18,2.5095236955588773
2585,H4NOPb3I,2.79,5.23,2.485431768065325
2587,H4NOPb3I,2.86,5.23,2.5554317680653247
2589,H4NOPb3I,2.78,5.22,2.474263722226407
2591,H4NOPb3I,3.12,5.06,2.79462292836609
2593,H4NOPb3I,2.94,5.05,2.613333030436782
2595,H4NOPb3I,3.04,5.23,2.735431768065325
2597,CH5N2PbI3,2.37,5.27,2.070037648524786
2599,CH5N2PbI3,2.63,4.98,2.2940850796242813
2601,CH5N2PbI3,3.28,4.59,2.8845763789195047
2603,C4H12NPbI3,2.55,4.89,2.2016063251957805
2605,C4H12NPbI3,2.54,4.88,2.1901770193124337
2607,C4H12NPbI3,3.23,3.92,2.6878545143113564
2609,H5N2PbI3,2.56,5.04,2.232035446929092
2611,H5N2PbI3,2.65,5.16,2.337112238173563
2613,H5N2PbI3,2.94,5.1,2.619706866924799
2615,H5N2PbI3,3.21,4.91,2.8644387823475936
2617,H5N2PbI3,2.79,5.2,2.481907381979069
2619,H5N2PbI3,3.35,5.03,3.0207301166643887
2621,H5N2PbI3,2.86,5.21,2.553088944143074
2623,H5N2PbI3,2.64,5.16,2.327112238173563
2625,H5N2PbI3,2.79,5.19,2.480718983398266
2627,H4NPbI3,3.31,4.63,2.921379239009093
2629,H4NPbI3,2.85,4.78,2.4853869683966505
2631,H4NPbI3,3.27,4.67,2.8880080429876807
2633,C3H10NPbI3,2.45,4.89,2.101606325195781
2635,C3H10NPbI3,2.49,4.83,2.1328968193405617
2637,C3H10NPbI3,2.57,4.98,2.2340850796242813
2639,C3H10NPbI3,2.62,5.0,2.286767024348561
2641,C3H10NPbI3,2.81,4.65,2.4247150241051694
2643,C3H10NPbI3,2.6,5.03,2.2707301166643887
2645,C3H10NPbI3,2.47,4.84,2.1143709279042597
2647,C3H10NPbI3,3.12,4.06,2.6145992142926318
2649,C3H10NPbI3,3.07,4.4,2.639688822764154
2651,C3H10NPbI3,3.09,4.38,2.6557500682176154
2653,C3H10NPbI3,3.14,4.39,2.7077261745587675
2655,C3H10NPbI3,3.31,4.16,2.8286052843422955
2657,C3H8NPbI3,2.4,5.16,2.087112238173563
2659,C3H8NPbI3,2.34,5.2,2.0319073819790687
2661,C3H8NPbI3,2.48,5.1,2.159706866924799
2663,C3H8NPbI3,2.32,5.22,2.014263722226407
2665,C3H8NPbI3,2.85,4.62,2.4596950773371016
2667,C3H8NPbI3,2.97,4.63,2.581379239009093
2669,C3H8NPbI3,2.99,4.65,2.6047150241051695
2671,C3H8NPbI3,3.24,4.6,2.846293743322969
2673,C3H8NPbI3,3.4,4.28,2.9452209586379827
2675,C3H8NPbI3,3.38,4.29,2.9273386695743895
2677,C3H8NPbI3,3.06,4.64,2.6730525234427964
2679,C3H8NPbI3,3.21,4.57,2.81110776727272
2681,C3H8NPbI3,3.12,4.66,2.7363668334613838
2683,C3H8NPbI3,3.34,4.14,2.8539428929913195
2685,C3H8NPbI3,3.25,4.16,2.7686052843422955
2687,C3H5N2PbI3,2.37,5.06,2.04462292836609
2689,C3H5N2PbI3,2.35,5.2,2.041907381979069
2691,C3H5N2PbI3,2.39,5.25,2.0877478678898513
2693,C3H5N2PbI3,2.51,5.17,2.198321465107581
2695,C3H5N2PbI3,3.1,4.52,2.692233906762179
2697,C3H5N2PbI3,3.15,4.54,2.7458186462338694
